"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Senior Crown Advocate (Lon)","69300","74660","Senior Crown Advocate","2.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Senior Crown Prosecutor (Lon)","50519","62590","Duty Prosecutor","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Senior Crown Prosecutor (Lon)","50519","62590","Senior Crown Prosecutor","78.19","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Senior Crown Prosecutor (Nat)","48077","55610","Duty Prosecutor","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","7.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Associate Prosecutor (Nat)","30930","34480","Associate Prosecutor","8.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","B1 Solicitor Apprentice (Nat)","25480","28430","Solicitor Apprentice","3.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Crown Advocate (Nat)","51940","59930","Crown Advocate","5.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Crown Advocate ABP (Nat)","60810","64510","Crown Advocate","4.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Crown Prosecutor (Nat)","38000","42630","Crown Prosecutor","8.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Legal Manager 1 (National)","58040","66990","Legal Manager","15.84","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Legal Manager 2 (National)","67320","77300","Legal Manager","4.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level A2 (Nat)","18736","21950","Administrative Officer","2.43","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level A2 (Nat)","18736","21950","Casework Assistant","19.67","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level A2 (Nat)","18736","21950","Victim Liaison Assistant","1.60","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level A2 Apprentice (Nat)","16767","18900","Casework Assistant","17.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Crown Advocacy Clerk","2.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Area Finance Manager","0.81","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Business Support Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Case Progression Manager","4.39","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Casework Administration Manager","5.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Charging Workflow Manager","3.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Complaints Co-ordinator","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Fees Manager","2.30","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Learning Operations Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Paralegal Officer","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Senior Personal Assistant","2.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Victim Liaison Officer","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 Legal Trainee (Nat)","25480","28430","Legal Trainee","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 Paralegal Off (Nat)","25480","28430","Paralegal Officer","25.27","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B2 (Nat)","30130","33310","Area Finance Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B2 (Nat)","30130","33310","Area Performance Manager","0.92","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B2 (Nat)","30130","33310","Change Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B2 (Nat)","30130","33310","Court Centre Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B2 (Nat)","30130","33310","Facilities Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B2 (Nat)","30130","33310","HR Advisor","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B2 Paralegal BM (Nat)","30130","33310","Paralegal Business Manager","6.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B3 (Nat)","38180","43390","Area Communications Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B3 (Nat)","38180","43390","Inclusion & Community Engagement Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B3 (Nat)","38180","43390","Operational Business Manager","3.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level D Admin (Nat)","50850","59670","Head of Business Operations Centre","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level D Admin (Nat)","50850","59670","Senior Operational Business Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level E Admin (Nat)","67000","77290","Area Business Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Paralegal Assistant (Nat)","20251","23470","Paralegal Assistant","8.62","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Senior Crown Advocate (Nat)","66410","71740","Senior Crown Advocate","2.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Senior Crown Prosecutor (Nat)","48077","55610","District Crown Prosecutor","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","54.89","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","29.62","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Senior Crown Prosecutor BAR","50519","62590","Senior Crown Prosecutor BAR","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Associate Prosecutor (Lon)","32040","36240","Associate Prosecutor","4.10","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Crown Advocate (Lon)","56460","64670","Crown Advocate","4.40","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Crown Advocate ABP (Lon)","65440","69430","Crown Advocate","7.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Crown Prosecutor (Lon)","40000","44660","Crown Prosecutor","15.60","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Legal Manager 1 (London)","63960","71310","District Crown Prosecutor","15.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Legal Manager 1 (National)","58040","66990","District Crown Prosecutor","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Legal Manager 2 (London)","70890","79430","Senior District Crown Prosecutor","3.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Lon)","20120","23520","Administrative Assistant","1.60","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Lon)","20120","23520","Business Centre Administrator","1.30","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Lon)","20120","23520","Casework Assistant","23.50","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Lon)","20120","23520","Court Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Lon)","20120","23520","Crown Advocacy Clerk","1.80","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Lon)","20120","23520","Fees Clerk","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Lon)","20120","23520","Accounts Officer","1.80","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Lon)","20120","23520","Victim Liaison Officer","2.10","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Nat)","18736","21950","Administrative Officer","3.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Nat)","18736","21950","Casework Assistant","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 Apprentice (Lon)","20120","23520","Administrative Officer","2.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 Apprentice (Lon)","20120","23520","Casework Assistant","8.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 Apprentice (Lon)","20120","23520","Crown Advocacy Clerk","1.00","Government Legal Profession","South East"
