"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B3 (Nat)","38940","44050","Operational Business Manager","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level D Admin (Nat)","51870","60550","Head of Business Operations Centre","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level D Admin (Nat)","51870","60550","Senior Operational Business Manager","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level E Admin (Nat)","68340","78450","Area Business Manager","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level E Legal (Nat)","68340","78450","Legal Manager","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Paralegal Assistant (Nat)","21120","24430","Paralegal Assistant","14.6","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Senior Crown Advocate (Nat)","67740","72800","Senior Crown Advocate","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Senior Crown Prosecutor (Nat)","49050","56450","Senior Crown Prosecutor","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Senior Crown Prosecutor (Nat)","49050","56450","Senior Crown Prosecutor","83.8","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Specialist Prosecutor (Nat)","58030","68000","Specialist Prosecutor","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B1 (Lon)","28200","30560","Senior Personal Assistant","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B1 (Lon)","28200","30560","Senior Personal Assistant","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B1 (Nat)","26900","28850","Business Support Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B1 (Nat)","26900","28850","Policy Advisor","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B1 (Nat)","26900","28850","Policy Advisor","<5","Government Legal Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B1 (Nat)","26900","28850","Senior Personal Assistant","<5","Government Legal Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B2 (Lon)","32660","35550","Business Support Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B2 (Lon)","32660","35550","Complaints Co-ordinator","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B2 (Lon)","32660","35550","Business Support Officer","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B2 (Nat)","31180","33810","HR Manager","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B2 (Nat)","31180","33810","Policy Advisor","<5","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B2 (Nat)","31180","33810","Policy Advisor","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B2 (Nat)","31180","33810","Business Support Officer","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B2 (Nat)","31180","33810","Business Support Officer","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B2 (Nat)","31180","33810","Strategic Policy Advisor","<5","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Lon)","40540","46200","Policy Advisor","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Lon)","40540","46200","Policy Advisor","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Lon)","40540","46200","Policy Advisor","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Lon)","40540","46200","Policy Advisor","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Lon)","40540","46200","Private Secretary","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Lon)","40540","46200","Business Support Officer","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Nat)","38940","44050","HR Advisory Manager","<5","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Nat)","38940","44050","Policy Advisor","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Nat)","38940","44050","Policy Advisor","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Nat)","38940","44050","Policy Advisor","<5","Government Legal Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Nat)","38940","44050","Policy Advisor","<5","Government Legal Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Nat)","38940","44050","Project Manager","<5","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Nat)","38940","44050","Project Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level B3 (Nat)","38940","44050","Business Support Officer","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Lon)","55850","66000","Policy Advisor","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Lon)","55850","66000","Business Support Officer","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Lon)","55850","66000","Senior Manager","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Lon)","55850","66000","Senior Policy Advisor","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Lon)","55850","66000","Senior Policy Advisor","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Lon)","55850","66000","Senior Policy Advisor","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Lon)","55850","66000","Senior Policy Advisor","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Lon)","55850","66000","Strategic Policy Advisor","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Lon)","55850","66000","Strategic Policy Advisor","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Nat)","51870","60550","Business Manager","<5","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Nat)","51870","60550","Senior Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Nat)","51870","60550","Senior Policy Advisor","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Nat)","51870","60550","Senior Policy Advisor","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Nat)","51870","60550","Senior Policy Advisor","<5","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Admin (Nat)","51870","60550","Senior Policy Advisor","<5","Government Legal Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Legal (Lon)","55850","66000","Senior Policy Advisor","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Legal (Nat)","51870","60550","Senior Policy Advisor","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level D Legal (Nat)","51870","60550","Senior Policy Advisor","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level E Admin (Lon)","71400","80600","Head of Unit","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level E Admin (Nat)","68340","78450","Head of Unit","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level E Admin (Nat)","68340","78450","Head of Unit","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level E Admin (Nat)","68340","78450","Head of Unit","<5","Government Legal Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level E Legal (Lon)","71400","80600","Head of Unit","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","STRATEGIC & POLICY","CPS-G-028","Level E Legal (Lon)","71400","80600","Head of Unit","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Associate Prosecutor (Lon)","32680","36780","Associate Prosecutor","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Crown Advocate (Lon)","57590","65640","Crown Advocate","6.3729727027","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Crown Advocate ABP (Lon)","66750","70470","Crown Advocate","5.9","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Crown Prosecutor (Lon)","40800","45330","Crown Prosecutor","18.6","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Legal Manager 1 (London)","65240","72380","District Crown Prosecutor","18","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Legal Manager 1 (National)","59200","68000","District Crown Prosecutor","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Legal Manager 2 (London)","72310","80600","Senior District Crown Prosecutor","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Lon)","20980","24480","Administrative Officer","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Lon)","20980","24480","Business Centre Administrator","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Lon)","20980","24480","Casework Assistant","31.8","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Lon)","20980","24480","Crown Advocacy Clerk","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Lon)","20980","24480","Fees Clerk","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Lon)","20980","24480","Victim Liaison Officer","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Nat)","19560","22870","Administrative Officer","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Nat)","19560","22870","Administrative Officer","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Nat)","19560","22870","Administrative Officer","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Nat)","19560","22870","Casework Assistant","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Nat)","19560","22870","Casework Assistant","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level A2 (Nat)","19560","22870","Casework Assistant","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 (Lon)","28200","30560","Advocacy Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 (Lon)","28200","30560","Area Communications Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 (Lon)","28200","30560","Business Centre Support Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 (Lon)","28200","30560","Business Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 (Lon)","28200","30560","Case Progression Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 (Lon)","28200","30560","Casework Administration Manager","6","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 (Lon)","28200","30560","Casework Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 (Lon)","28200","30560","Complaints Co-ordinator","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 (Lon)","28200","30560","Court Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 (Lon)","28200","30560","Learning and Development Team Leader","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 (Lon)","28200","30560","Senior Personal Assistant","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 (Lon)","28200","30560","Victim Liaison Officer","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 (Nat)","26900","28850","Casework Administration Manager","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 Legal Trainee (Lon)","28200","30560","Legal Trainee","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 Paralegal Off (Lon)","28200","30560","Legal Trainee","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 Paralegal Off (Lon)","28200","30560","Paralegal Officer","36.2","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B1 Paralegal Off (Lon)","28200","30560","Victim Liaison Officer","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B2 (Lon)","32660","35550","Area Finance Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B2 (Lon)","32660","35550","Area Performance Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B2 (Lon)","32660","35550","Change Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B2 (Lon)","32660","35550","Court Centre Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B2 (Lon)","32660","35550","Facilities, Estates and Security Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B2 (Lon)","32660","35550","HR Advisory Manager","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B2 Paralegal BM (Lon)","32660","35550","Paralegal Business Manager","7.8","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B3 (Lon)","40540","46200","Area Communications Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B3 (Lon)","40540","46200","Inclusion & Community Engagement Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level B3 (Lon)","40540","46200","Senior Business Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level D Legal (Lon)","55850","66000","Change Manager","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level D Legal (Lon)","55850","66000","Head of Business Centre","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Level E Admin (Lon)","71400","80600","Area Business Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Paralegal Assistant (Lon)","21890","25600","Casework Assistant","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Paralegal Assistant (Lon)","21890","25600","Paralegal Assistant","14","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Senior Crown Advocate (Lon)","70690","75780","Senior Crown Advocate","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Senior Crown Prosecutor (Lon)","54100","63500","Senior Crown Prosecutor","81.8","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","THAMES AND CHILTERN","CPS-G-012","Specialist Prosecutor (Lon)","62590","72370","Specialist Prosecutor","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Associate Prosecutor (Lon)","32680","36780","Associate Prosecutor","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Associate Prosecutor (Nat)","31550","35000","Associate Prosecutor","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Associate Prosecutor 2 (Lon)","36850","40130","Associate Prosecutor 2","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Associate Prosecutor 2 (Nat)","34980","38350","Associate Prosecutor 2","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","B1 Solicitor Apprentice (Lon)","28200","30560","Trainee Solicitor","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Crown Advocate (Lon)","57590","65640","Crown Advocate","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Crown Advocate ABP (Lon)","66750","70470","Crown Advocate","6","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Crown Prosecutor (Lon)","40800","45330","Crown Prosecutor","5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Legal Manager 1 (London)","65240","72380","District Crown Prosecutor","15.5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Legal Manager 2 (London)","72310","80600","Senior District Crown Prosecutor","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level A1 (Lon)","21050","21050","Casework Assistant","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level A2 (Lon)","20980","24480","Business Centre Support Officer","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level A2 (Lon)","20980","24480","Casework Assistant","46.1","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level A2 (Lon)","20980","24480","Fees Clerk","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level A2 (Lon)","20980","24480","Victim Liaison Assistant","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level A2 (Nat)","19560","22870","Casework Assistant","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level A2 Apprentice (Lon)","20980","24480","Casework Assistant","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 (Lon)","28200","30560","Advocacy Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 (Lon)","28200","30560","Business Centre Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 (Lon)","28200","30560","Business Centre Support Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 (Lon)","28200","30560","Case Progression Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 (Lon)","28200","30560","Casework Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 (Lon)","28200","30560","Charging Workflow Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 (Lon)","28200","30560","Court Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 (Lon)","28200","30560","Fees Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 (Lon)","28200","30560","Paralegal Officer","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 (Lon)","28200","30560","Senior Personal Assistant","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 (Lon)","28200","30560","Victim Liaison Officer","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 (Nat)","26900","28850","Court Manager","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 (Nat)","26900","28850","Senior Personal Assistant","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 Legal Trainee (Lon)","28200","30560","Legal Trainee","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 Paralegal Off (Lon)","28200","30560","Paralegal Officer","20.9","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 Paralegal Off (Lon)","28200","30560","Project Support Officer","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B1 Paralegal Off (Lon)","28200","30560","Trainee Solicitor","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B2 (Lon)","32660","35550","Area Finance Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B2 (Lon)","32660","35550","Area Performance Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B2 (Lon)","32660","35550","Change Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B2 (Lon)","32660","35550","District Business Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B2 (Lon)","32660","35550","Facilities, Estates and Security Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B2 (Lon)","32660","35550","HR Advisory Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B2 Paralegal BM (Lon)","32660","35550","District Business Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B2 Paralegal BM (Lon)","32660","35550","Paralegal Business Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B3 (Lon)","40540","46200","Area Communication Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B3 (Lon)","40540","46200","Inclusion and Community Engagement Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level B3 (Lon)","40540","46200","Senior Business Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level D Admin (Lon)","55850","66000","Head of Business Centre","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Level E Admin (Lon)","71400","80600","Area Business Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Paralegal Assistant (Lon)","21890","25600","Paralegal Assistant","10.7","Government Legal Profession","South East"
